generic_name,reasoning,less_determination,binary_determination,less_determination_score,binary_determination_score
DORZOLAMIDE HYDROCHLORIDE,"### Summary of Dermatological and Cutaneous Risks and Reactions for Dorzolamide Hydrochloride Ophthalmic Solution
 

 1. **Sulfonamide Hypersensitivity (Section 5.1)**
  - **Summary:** Dorzolamide Hydrochloride Ophthalmic Solution contains dorzolamide, a sulfonamide, which can cause severe reactions such as Stevens-Johnson syndrome and toxic epidermal necrolysis. Fatalities have occurred, although rarely.
  - **Association:** The drug itself is associated with these severe dermatological risks due to its sulfonamide component.
 

 2. **Allergic Reactions (Section 5.4)**
  - **Summary:** Local ocular adverse effects, primarily conjunctivitis and lid reactions, were reported with chronic administration of Dorzolamide Hydrochloride Ophthalmic Solution. These reactions often had the clinical appearance of allergic-type reactions that resolved upon discontinuation of the drug.
  - **Association:** The drug itself caused these dermatological reactions.
 

 3. **Adverse Reactions (Section 6)**
  - **Summary:** Skin rashes were reported infrequently in clinical trials.
  - **Association:** The drug itself was associated with causing skin rashes.
 

 4. **Post-Marketing Experience (Section 6.2)**
  - **Summary:** Systemic allergic reactions, including angioedema, pruritus, urticaria, Stevens-Johnson syndrome, and toxic epidermal necrolysis, have been reported.
  - **Association:** The drug itself was associated with these dermatological reactions.
 

 5. **Patient Counseling Information (Section 17)**
  - **Summary:** Patients are advised to discontinue the drug and seek medical advice if they experience serious or unusual reactions, including severe skin reactions or signs of hypersensitivity.
  - **Association:** The drug itself is associated with these potential dermatological risks.
 

 ### Conclusion
 Dorzolamide Hydrochloride Ophthalmic Solution is associated with several dermatological and cutaneous risks, including severe reactions such as Stevens-Johnson syndrome, toxic epidermal necrolysis, skin rashes, and other allergic reactions. These risks are directly linked to the drug's sulfonamide component and its systemic absorption.",Most,Yes,1,1
RIZATRIPTAN BENZOATE,"### Summary of Dermatological and Cutaneous Risks and Reactions for RizaFilm
 

 1. **Hypersensitivity Reactions (Section 5.6)**
  - **Summary:** Hypersensitivity reactions, including angioedema and anaphylaxis, have occurred in patients receiving rizatriptan, the active moiety in RizaFilm. Such reactions can be life-threatening or fatal.
  - **Association:** The drug itself (rizatriptan) was associated with these hypersensitivity reactions.
 

 2. **Other Events Observed in Association with the Administration of Rizatriptan Benzoate in Adults (Section 6.1)**
  - **Summary:** Infrequent dermatological reactions included sweating, pruritus (itching), rash, and urticaria (hives). Rare reactions included erythema (redness) and hot flashes.
  - **Association:** The drug itself (rizatriptan) was associated with these dermatological reactions.
 

 3. **Postmarketing Experience (Section 6.2)**
  - **Summary:** Allergic conditions, including anaphylaxis/anaphylactoid reaction, angioedema, wheezing, and toxic epidermal necrolysis, have been identified during postapproval use of rizatriptan.
  - **Association:** The drug itself (rizatriptan) was associated with these allergic and dermatological conditions.
 

 4. **Patient Counseling Information (Section 17)**
  - **Summary:** Inform patients that hypersensitivity reactions, including angioedema and anaphylaxis, have occurred in patients receiving rizatriptan. Such reactions can be life-threatening or fatal.
  - **Association:** The drug itself (rizatriptan) was associated with these hypersensitivity reactions.
 

 ### Conclusion
 RizaFilm (rizatriptan) has been associated with several dermatological and cutaneous risks, including hypersensitivity reactions such as angioedema, anaphylaxis, pruritus, rash, urticaria, erythema, and toxic epidermal necrolysis. These reactions can be severe and potentially life-threatening.",Most,Yes,1,1
CIDOFOVIR,"The drug label for VISTIDE (cidofovir injection) mentions several dermatological and cutaneous risks and reactions. Here is a summary of those parts:
 

 1. **General Adverse Reactions**:
  - **Rash**: The label states that rash occurred in 30% of patients. It does not specify if the rash was directly caused by VISTIDE, but it is listed as a frequently reported adverse event.
  - **Alopecia**: Hair loss was reported in 27% of patients. The label does not explicitly state that VISTIDE caused alopecia, but it is included in the list of common adverse events.
  - **Pruritus**: Itching is mentioned as an adverse event. The label does not specify if VISTIDE directly caused pruritus.
  - **Skin Discoloration**: Changes in skin color are listed as an adverse event. The label does not specify if VISTIDE directly caused skin discoloration.
  - **Skin Disorder**: General skin disorders are mentioned as adverse events. The label does not specify if VISTIDE directly caused these skin disorders.
  - **Sweating**: Increased sweating is listed as an adverse event. The label does not specify if VISTIDE directly caused increased sweating.
  - **Urticaria**: Hives are mentioned as an adverse event. The label does not specify if VISTIDE directly caused urticaria.
 

 2. **Hypersensitivity Reactions**:
  - **Rash**: The label mentions that hypersensitivity reactions, including rash, may occur due to probenecid, which is administered with VISTIDE. This indicates that the rash could be associated with probenecid rather than VISTIDE itself.
 

 3. **Carcinogenesis, Mutagenesis, & Impairment of Fertility**:
  - **Skin Tumors**: The label does not mention skin tumors specifically, but it does state that cidofovir caused tumors in animal studies, suggesting a potential carcinogenic risk.
 

 4. **Other Adverse Events**:
  - **Eczema**: Eczema is listed as an adverse event. The label does not specify if VISTIDE directly caused eczema.
  - **Exfoliative Dermatitis**: This severe skin condition is mentioned as an adverse event. The label does not specify if VISTIDE directly caused exfoliative dermatitis.
  - **Furunculosis**: Boils are listed as an adverse event. The label does not specify if VISTIDE directly caused furunculosis.
  - **Herpes Simplex**: Herpes simplex infections are mentioned as adverse events. The label does not specify if VISTIDE directly caused herpes simplex.
  - **Nail Disorder**: Nail disorders are listed as adverse events. The label does not specify if VISTIDE directly caused nail disorders.
 

 In summary, the drug label for VISTIDE mentions several dermatological and cutaneous reactions, but it often does not explicitly state whether these reactions are directly caused by VISTIDE or are associated with its use. Some reactions may also be related to the concomitant use of probenecid.",Most,Yes,1,1
GRANISETRON HYDROCHLORIDE,"The drug label for Granisetron Hydrochloride Tablets, USP, mentions dermatological and cutaneous risks and reactions in the following sections:
 

 1. **Hypersensitivity Reactions**:
  - **Sentence**: ""Rare cases of hypersensitivity reactions, sometimes severe (e.g., anaphylaxis, shortness of breath, hypotension, urticaria) have been reported.""
  - **Summary**: The drug itself has been associated with rare cases of hypersensitivity reactions, including urticaria (hives), which is a dermatological reaction.
 

 2. **Serotonin Syndrome**:
  - **Sentence**: ""Symptoms associated with serotonin syndrome may include the following combination of signs and symptoms: mental status changes (e.g., agitation, hallucinations, delirium, and coma), autonomic instability (e.g., tachycardia, labile blood pressure, dizziness, diaphoresis, flushing, hyperthermia), neuromuscular symptoms (e.g., tremor, rigidity, myoclonus, hyperreflexia, incoordination), seizures, with or without gastrointestinal symptoms (e.g., nausea, vomiting, diarrhea).""
  - **Summary**: The drug itself has been associated with serotonin syndrome, which can include flushing and diaphoresis (excessive sweating), both of which are cutaneous reactions.
 

 3. **Warnings and Precautions**:
  - **Sentence**: ""Patients should be informed of the increased risk of serotonin syndrome, especially if granisetron is used concomitantly with other serotonergic drugs.""
  - **Summary**: The drug itself increases the risk of serotonin syndrome, which can include dermatological symptoms such as flushing and diaphoresis.
 

 In summary, Granisetron Hydrochloride Tablets, USP, are associated with rare hypersensitivity reactions including urticaria, and serotonin syndrome, which can include dermatological symptoms such as flushing and diaphoresis.",Less,Yes,3,1
THIOGUANINE,"The drug label for TABLOID® brand Thioguanine does not explicitly mention dermatological or cutaneous risks and reactions. The primary focus of the label is on the drug's myelosuppressive, hepatotoxic, and gastrointestinal toxicities, as well as its potential mutagenic and teratogenic effects. Here is a summary of the relevant sections:
 

 1. **WARNINGS**:
  - The label emphasizes the risks of liver toxicity, bone marrow suppression, and myelosuppression but does not mention any dermatological risks or reactions.
 

 2. **ADVERSE REACTIONS**:
  - The most frequent adverse reaction noted is myelosuppression, with no specific mention of dermatological reactions.
 

 3. **PRECAUTIONS**:
  - The label discusses general toxicities, including hepatotoxicity and gastrointestinal toxicity, but does not address dermatological risks.
 

 4. **OVERDOSAGE**:
  - Signs and symptoms of overdosage include nausea, vomiting, malaise, hypotension, and diaphoresis, but there is no mention of dermatological reactions.
 

 5. **DOSAGE AND ADMINISTRATION**:
  - This section provides guidelines for dosing and administration but does not discuss dermatological risks.
 

 6. **CONTRAINDICATIONS**:
  - The label states that thioguanine should not be used in patients with prior resistance to the drug, with no mention of dermatological contraindications.
 

 7. **CLINICAL PHARMACOLOGY**:
  - This section explains the drug's mechanism of action and metabolism but does not mention dermatological effects.
 

 8. **INDICATIONS AND USAGE**:
  - Thioguanine is indicated for acute nonlymphocytic leukemias, with no mention of dermatological risks.
 

 9. **PREGNANCY**:
  - The label warns about potential teratogenic effects but does not mention dermatological risks.
 

 10. **LABORATORY TESTS**:
  - The label advises monitoring liver function tests and hematologic parameters but does not mention dermatological tests.
 

 In summary, the drug label for TABLOID® brand Thioguanine does not discuss any dermatological or cutaneous risks and reactions associated with the drug. The primary concerns highlighted are related to myelosuppression, hepatotoxicity, and gastrointestinal toxicity.",No,No,1,1
3% SODIUM CHLORIDE,"The drug label for 3% Sodium Chloride Injection, USP mentions several dermatological and cutaneous risks and reactions. Here is a summary of those parts:
 

 1. **Warnings Section:**
  - ""Hypersensitivity/infusion reactions, including... urticaria, rash, and pruritus may occur with 3% Sodium Chloride Injection.""
  - **Summary:** The drug itself may cause hypersensitivity reactions, including urticaria (hives), rash, and pruritus (itching).
 

 2. **Adverse Reactions Section:**
  - ""The following adverse reactions have not been reported with 3% Sodium Chloride Injection but may occur:... hypersensitivity/infusion reactions, including... urticaria, rash, and pruritus.""
  - **Summary:** Although not reported, the drug itself may cause hypersensitivity reactions, including urticaria, rash, and pruritus.
  - ""Infusion site reactions, such as... infusion site urticaria.""
  - **Summary:** The drug itself may cause infusion site reactions, including urticaria at the infusion site.
 

 In summary, the drug label indicates that 3% Sodium Chloride Injection, USP may cause dermatological reactions such as urticaria, rash, and pruritus, both as general hypersensitivity reactions and specifically at the infusion site.",Less,Yes,1,1
NAPROXEN,"### Summary of Dermatological and Cutaneous Risks and Reactions for Naprosyn Suspension
 

 1. **Serious Skin Reactions**:
  - **Statement**: ""NSAIDs, including naproxen, can cause serious skin adverse reactions such as exfoliative dermatitis, Stevens-Johnson Syndrome (SJS), and toxic epidermal necrolysis (TEN), which can be fatal.""
  - **Summary**: Naproxen itself is associated with causing serious skin reactions, including exfoliative dermatitis, SJS, and TEN, which can be fatal.
 

 2. **Discontinuation Due to Skin Reactions**:
  - **Statement**: ""These serious events may occur without warning. Inform patients about the signs and symptoms of serious skin reactions, and to discontinue the use of NAPROSYN Suspension at the first appearance of skin rash or any other sign of hypersensitivity.""
  - **Summary**: Naproxen itself may cause serious skin reactions without warning, and patients should discontinue use at the first sign of a rash or hypersensitivity.
 

 3. **Contraindication for Previous Serious Skin Reactions**:
  - **Statement**: ""NAPROSYN Suspension is contraindicated in patients with previous serious skin reactions to NSAIDs.""
  - **Summary**: Naproxen itself is contraindicated for patients who have had serious skin reactions to NSAIDs in the past.
 

 4. **Drug Reaction with Eosinophilia and Systemic Symptoms (DRESS)**:
  - **Statement**: ""Drug Reaction with Eosinophilia and Systemic Symptoms (DRESS) has been reported in patients taking NSAIDs such as NAPROSYN Suspension. Some of these events have been fatal or life-threatening.""
  - **Summary**: Naproxen itself is associated with causing DRESS, which can be fatal or life-threatening.
 

 5. **Manifestations of DRESS**:
  - **Statement**: ""DRESS typically, although not exclusively, presents with fever, rash, lymphadenopathy, and/or facial swelling.""
  - **Summary**: Naproxen itself may cause DRESS, which often presents with a rash among other symptoms.
 

 6. **Discontinuation Due to DRESS**:
  - **Statement**: ""If such signs or symptoms are present, discontinue NAPROSYN Suspension and evaluate the patient immediately.""
  - **Summary**: Naproxen itself may cause DRESS, and the drug should be discontinued if symptoms appear.
 

 7. **Postmarketing Experience**:
  - **Statement**: ""The following are additional adverse experiences reported in <1% of patients taking naproxen during clinical trials and through postmarketing reports. Those adverse reactions observed through postmarketing reports are italicized.""
  - **Summary**: Naproxen itself has been associated with various dermatological reactions reported in less than 1% of patients.
 

 8. **Specific Dermatological Reactions**:
  - **Statement**: ""Dermatologic: alopecia, urticaria, skin rashes, toxic epidermal necrolysis, erythema multiforme, erythema nodosum, fixed drug eruption, lichen planus, pustular reaction, systemic lupus erythematosus, bullous reactions, including Stevens-Johnson syndrome, photosensitive dermatitis, photosensitivity reactions, including rare cases resembling porphyria cutanea tarda (pseudoporphyria) or epidermolysis bullosa.""
  - **Summary**: Naproxen itself is associated with causing a wide range of dermatological reactions, including alopecia, urticaria, skin rashes, TEN, erythema multiforme, erythema nodosum, fixed drug eruption, lichen planus, pustular reaction, systemic lupus erythematosus, bullous reactions (including SJS), photosensitive dermatitis, and photosensitivity reactions resembling pseudoporphyria or epidermolysis bullosa.
 

 9. **Discontinuation Due to Pseudoporphyria**:
  - **Statement**: ""If skin fragility, blistering or other symptoms suggestive of pseudoporphyria occur, treatment should be discontinued and the patient monitored.""
  - **Summary**: Naproxen itself may cause pseudoporphyria, and treatment should be discontinued if symptoms occur.
 

 10. **Medication Guide for Nonsteroidal Anti-inflammatory Drugs (NSAIDs)**:
  - **Statement**: ""life-threatening skin reactions.""
  - **Summary**: Naproxen itself is associated with causing life-threatening skin reactions.
 

 11. **Stop Taking NSAID and Call Healthcare Provider**:
  - **Statement**: ""Stop taking your NSAID and call your healthcare provider right away if you get any of the following symptoms: skin rash or blisters with fever.""
  - **Summary**: Naproxen itself may cause skin rash or blisters with fever, and patients should stop taking the drug and contact their healthcare provider if these symptoms occur.
 

 ### Conclusion
 Naproxen, the active ingredient in Naprosyn Suspension, is associated with a variety of serious dermatological and cutaneous risks and reactions, including life-threatening conditions such as Stevens-Johnson Syndrome, toxic epidermal necrolysis, and Drug Reaction with Eosinophilia and Systemic Symptoms (DRESS). Patients should be informed of these risks and advised to discontinue use and seek medical attention if they experience any signs of serious skin reactions.",Most,Yes,1,1
METFORMIN HYDROCHLORIDE ER,"The provided drug label for Metformin Hydrochloride ER does not explicitly mention any dermatological or cutaneous risks or reactions associated with the drug. The label primarily focuses on the drug's indications, contraindications, warnings, precautions, drug interactions, and dosage information, with a significant emphasis on the risk of lactic acidosis, renal function monitoring, and other systemic effects.
 

 To summarize:
 

 1. **Indications and Usage**: No mention of dermatological risks.
 2. **Contraindications**: No mention of dermatological risks.
 3. **Warnings**: Focuses on lactic acidosis and systemic conditions, no mention of dermatological risks.
 4. **Precautions**: Discusses renal function, hepatic function, alcohol intake, and other systemic conditions, no mention of dermatological risks.
 5. **Information for Patients**: Advises on the risks of lactic acidosis and hypoglycemia, no mention of dermatological risks.
 6. **Drug Interactions**: Lists interactions with other drugs, no mention of dermatological risks.
 7. **Carcinogenesis, Mutagenesis, Impairment of Fertility**: No mention of dermatological risks.
 8. **Pregnancy and Nursing Mothers**: No mention of dermatological risks.
 9. **Pediatric and Geriatric Use**: No mention of dermatological risks.
 10. **Overdosage**: Discusses systemic effects, no mention of dermatological risks.
 11. **Dosage and Administration**: No mention of dermatological risks.
 

 In conclusion, the drug label for Metformin Hydrochloride ER does not associate the drug with any dermatological or cutaneous risks or reactions.",No,No,1,1
ESTRADIOL,"The drug label for IMVEXXY (estradiol vaginal inserts) does not explicitly discuss dermatological and cutaneous risks or reactions. The provided label focuses on various other risks and adverse reactions, including cardiovascular disorders, malignant neoplasms, probable dementia, and other systemic effects. However, it does not mention any specific dermatological or cutaneous risks or reactions associated with the use of IMVEXXY.
 

 If you have any other specific concerns or need information on a different aspect of the drug label, please let me know!",No,No,1,1
AVANAFIL,"The drug label for STENDRA (avanafil) includes several mentions of dermatological and cutaneous risks and reactions. Here is a summary of those parts:
 

 1. **Hypersensitivity Reactions (Section 4.2)**:
  - **Summary**: STENDRA is contraindicated in patients with a known hypersensitivity to any component of the tablet. Hypersensitivity reactions have been reported, including pruritis (itching) and eyelid swelling.
  - **Association**: The drug itself is associated with causing these hypersensitivity reactions.
 

 2. **Adverse Reactions (Section 6.1)**:
  - **Summary**: In clinical trials, adverse reactions reported by greater than or equal to 1%, but less than 2% of patients in any STENDRA dose group, and greater than placebo included rash.
  - **Association**: The drug itself was associated with causing rash in a small percentage of patients.
 

 3. **Postmarketing Experience (Section 6.2)**:
  - **Summary**: The following events occurred in less than 1% of patients in the three placebo-controlled 3-month clinical trials and/or the open-label, long-term extension study lasting 12 months. A causal relationship to STENDRA is uncertain. Excluded from this list are those events that were minor, those with no plausible relation to drug use and reports too imprecise to be meaningful. Skin and Appendages: pruritus (itching).
  - **Association**: The drug itself was associated with pruritus, but a causal relationship is uncertain.
 

 4. **Patient Counseling Information (Section 17.6)**:
  - **Summary**: Physicians should advise patients to stop use of all PDE5 inhibitors, including STENDRA, and seek medical attention in the event of a sudden loss of vision in one or both eyes. Such an event may be a sign of non-arteritic anterior ischemic optic neuropathy (NAION), a cause of decreased vision including permanent loss of vision that has been reported rarely in temporal association with the use of PDE5 inhibitors. Physicians should discuss with patients the increased risk of NAION in individuals who have already experienced NAION in one eye. Physicians should also discuss with patients the increased risk of NAION among the general population in patients with a “crowded” optic disc, although evidence is insufficient to support screening of prospective users of PDE5 inhibitor, including STENDRA, for these uncommon conditions.
  - **Association**: This section does not directly discuss dermatological risks but is included here for completeness as it discusses counseling patients on potential adverse effects.
 

 In summary, STENDRA is associated with causing pruritis (itching) and rash in some patients, and there is a potential but uncertain association with pruritus in postmarketing experience.",Less,Yes,1,1
NITROGLYCERIN LINGUAL,"### Summary of Dermatological and Cutaneous Risks and Reactions for Nitroglycerin Lingual Spray
 

 1. **Adverse Reactions - Postmarketing Experience:**
  - **Dermatologic: cutaneous vasodilation, flushing, drug rash, exfoliative dermatitis**
  - **Summary:** The drug itself has been associated with dermatological reactions such as cutaneous vasodilation, flushing, drug rash, and exfoliative dermatitis. These reactions have been identified during post-approval use of Nitroglycerin Lingual Spray and other nitroglycerin drugs.
 

 2. **Nonclinical Toxicology - Carcinogenesis, Mutagenesis, Impairment of Fertility:**
  - **Rats receiving up to 434 mg/kg/day of dietary nitroglycerin for 2 years developed dose-related fibrotic and neoplastic changes in liver, including carcinomas, and interstitial cell tumors in testes.**
  - **Summary:** This section does not directly discuss dermatological risks but mentions fibrotic and neoplastic changes in the liver and testes in rats, which are not dermatological reactions.
 

 3. **Nonclinical Toxicology - Carcinogenesis, Mutagenesis, Impairment of Fertility:**
  - **Nitroglycerin was weakly mutagenic in Ames tests performed in two different laboratories.**
  - **Summary:** This section does not directly discuss dermatological risks but mentions weak mutagenicity in Ames tests, which is not a dermatological reaction.
 

 4. **Nonclinical Toxicology - Carcinogenesis, Mutagenesis, Impairment of Fertility:**
  - **There was no evidence of mutagenicity in an in vivo dominant lethal assay with male rats treated with doses up to about 363 mg/kg/day, p.o., or in in vitro cytogenic tests in rat and dog tissues and for chromosomal aberration in Chinese hamster ovary cells.**
  - **Summary:** This section does not directly discuss dermatological risks but mentions the absence of mutagenicity in various tests, which is not a dermatological reaction.
 

 5. **Nonclinical Toxicology - Carcinogenesis, Mutagenesis, Impairment of Fertility:**
  - **In a three-generation reproduction study, rats received dietary nitroglycerin at doses up to about 434 mg/kg/day for six months prior to mating of the F0 generation with treatment continuing through successive F1 and F2 generations.**
  - **Summary:** This section does not directly discuss dermatological risks but mentions a reproduction study in rats, which is not a dermatological reaction.
 

 6. **Nonclinical Toxicology - Carcinogenesis, Mutagenesis, Impairment of Fertility:**
  - **In this three-generation study there was no clear evidence of teratogenicity.**
  - **Summary:** This section does not directly discuss dermatological risks but mentions the absence of teratogenicity, which is not a dermatological reaction.
 

 ### Conclusion
 The primary dermatological and cutaneous risks associated with Nitroglycerin Lingual Spray are cutaneous vasodilation, flushing, drug rash, and exfoliative dermatitis, as identified during post-approval use. Other sections discussing nonclinical toxicology do not directly address dermatological risks or reactions.",Less,Yes,1,1
ELTROMBOPAG,"Here is a summary of all the parts of the drug label that discuss dermatological and cutaneous risks and dermatological reactions for ALVAIZ (eltrombopag):
 

 1. **Section 6.1 Clinical Trials Experience:**
  - **Rash:** 
  - In the three placebo-controlled trials in adults with persistent or chronic immune thrombocytopenia (ITP), rash was reported in 3% of patients receiving eltrombopag and 2% of patients receiving placebo. 
  - **Summary:** The drug itself was associated with a slightly higher incidence of rash compared to placebo.
 

 2. **Section 6.1 Clinical Trials Experience (Pediatric Patients):**
  - **Rash:**
  - In the two placebo-controlled trials in pediatric patients 1 year and older with persistent or chronic ITP, rash was reported in 5% of patients receiving eltrombopag and 2% of patients receiving placebo.
  - **Summary:** The drug itself was associated with a higher incidence of rash compared to placebo in pediatric patients.
 

 3. **Section 6.1 Clinical Trials Experience (Severe Aplastic Anemia):**
  - **Rash:**
  - In the single-arm, open-label trial in adults with refractory severe aplastic anemia, rash was reported in 7% of patients.
  - **Summary:** The drug itself was associated with the occurrence of rash in patients with severe aplastic anemia.
 

 4. **Section 6.2 Postmarketing Experience:**
  - **Skin Discoloration:**
  - Skin discoloration, including hyperpigmentation and skin yellowing, has been identified during post-approval use of eltrombopag.
  - **Summary:** The drug itself was associated with skin discoloration, including hyperpigmentation and skin yellowing, based on postmarketing reports.
 

 5. **Section 8.1 Pregnancy:**
  - **Animal Data:**
  - In an embryo-fetal development study in rats, a slight increase in the presence of cervical ribs was observed at the highest dose of eltrombopag, which also caused maternal toxicity.
  - **Summary:** The drug itself was associated with a slight increase in the presence of cervical ribs in animal studies, indicating potential cutaneous risks at high doses.
 

 6. **Section 13.2 Animal Toxicology and/or Pharmacology:**
  - **Skin Toxicity:**
  - Treatment-related cataracts were detected in rodents in a dose- and time-dependent manner. No specific mention of skin toxicity in this section.
  - **Summary:** This section does not specifically mention dermatological or cutaneous risks related to the drug itself.
 

 In summary, ALVAIZ (eltrombopag) has been associated with dermatological reactions such as rash and skin discoloration, including hyperpigmentation and skin yellowing, in both clinical trials and postmarketing reports. Additionally, animal studies indicated potential cutaneous risks at high doses.",Less,Yes,1,1
MEFENAMIC ACID,"### Summary of Dermatological and Cutaneous Risks and Reactions for Mefenamic Acid
 

 1. **Serious Skin Reactions**:
  - **Sentence**: ""NSAIDs, including mefenamic acid, can cause serious skin adverse reactions such as exfoliative dermatitis, Stevens-Johnson Syndrome (SJS), and toxic epidermal necrolysis (TEN), which can be fatal.""
  - **Summary**: Mefenamic acid can cause serious skin reactions including exfoliative dermatitis, SJS, and TEN, which can be fatal.
 

 2. **Signs and Symptoms of Serious Skin Reactions**:
  - **Sentence**: ""These serious events may occur without warning.""
  - **Summary**: Serious skin reactions caused by mefenamic acid may occur without warning.
 

 3. **Patient Information on Serious Skin Reactions**:
  - **Sentence**: ""Inform patients about the signs and symptoms of serious skin reactions and to discontinue the use of mefenamic acid at the first appearance of skin rash or any other sign of hypersensitivity.""
  - **Summary**: Patients should be informed that mefenamic acid can cause serious skin reactions and should discontinue use at the first sign of a rash or hypersensitivity.
 

 4. **Contraindications Due to Previous Skin Reactions**:
  - **Sentence**: ""Mefenamic acid is contraindicated in patients with previous serious skin reactions to NSAIDs.""
  - **Summary**: Mefenamic acid should not be used in patients who have had serious skin reactions to NSAIDs.
 

 5. **Drug Reaction with Eosinophilia and Systemic Symptoms (DRESS)**:
  - **Sentence**: ""Drug Reaction with Eosinophilia and Systemic Symptoms (DRESS) has been reported in patients taking NSAIDs such as mefenamic acid.""
  - **Summary**: DRESS has been reported in patients taking mefenamic acid.
 

 6. **Fatal or Life-threatening DRESS**:
  - **Sentence**: ""Some of these events have been fatal or life-threatening.""
  - **Summary**: DRESS caused by mefenamic acid can be fatal or life-threatening.
 

 7. **Presentation of DRESS**:
  - **Sentence**: ""DRESS typically, although not exclusively, presents with fever, rash, lymphadenopathy, and/or facial swelling.""
  - **Summary**: DRESS caused by mefenamic acid typically presents with fever, rash, lymphadenopathy, and/or facial swelling.
 

 8. **Other Clinical Manifestations of DRESS**:
  - **Sentence**: ""Other clinical manifestations may include hepatitis, nephritis, hematological abnormalities, myocarditis, or myositis.""
  - **Summary**: DRESS caused by mefenamic acid may also include hepatitis, nephritis, hematological abnormalities, myocarditis, or myositis.
 

 9. **Early Manifestations of Hypersensitivity**:
  - **Sentence**: ""It is important to note that early manifestations of hypersensitivity, such as fever or lymphadenopathy, may be present even though rash is not evident.""
  - **Summary**: Early signs of hypersensitivity to mefenamic acid, such as fever or lymphadenopathy, may occur even without a rash.
 

 10. **Discontinuation and Evaluation for DRESS**:
  - **Sentence**: ""If such signs or symptoms are present, discontinue mefenamic acid and evaluate the patient immediately.""
  - **Summary**: If signs of DRESS are present, discontinue mefenamic acid and evaluate the patient immediately.
 

 11. **Adverse Reactions in Clinical Trials**:
  - **Sentence**: ""In patients taking mefenamic acid or other NSAIDs, the most frequently reported adverse experiences occurring in approximately 1 to 10% of patients are: pruritus, rashes.""
  - **Summary**: Pruritus and rashes are frequently reported adverse reactions in patients taking mefenamic acid.
 

 12. **Additional Adverse Experiences**:
  - **Sentence**: ""Additional adverse experiences reported occasionally and listed here by body system include: Skin and appendages: Alopecia, photosensitivity, pruritus, sweat.""
  - **Summary**: Occasional adverse skin reactions to mefenamic acid include alopecia, photosensitivity, pruritus, and sweating.
 

 13. **Rare Adverse Reactions**:
  - **Sentence**: ""Other adverse reactions, which occur rarely are: Skin and appendages: Angioedema, toxic epidermal necrosis, erythema multiforme, exfoliative dermatitis, Stevens-Johnson syndrome, urticaria.""
  - **Summary**: Rare adverse skin reactions to mefenamic acid include angioedema, toxic epidermal necrosis, erythema multiforme, exfoliative dermatitis, Stevens-Johnson syndrome, and urticaria.
 

 14. **Medication Guide for Serious Skin Reactions**:
  - **Sentence**: ""Stop taking your NSAID and call your healthcare provider right away if you get any of the following symptoms: skin rash or blisters with fever.""
  - **Summary**: Patients should stop taking mefenamic acid and call their healthcare provider if they develop a skin rash or blisters with fever.
 

 ### Conclusion
 Mefenamic acid is associated with a range of dermatological and cutaneous risks, including serious and potentially fatal reactions such as exfoliative dermatitis, Stevens-Johnson Syndrome, toxic epidermal necrolysis, and DRESS. Patients should be informed of these risks and advised to discontinue use and seek medical attention if they experience any signs of skin reactions.",Most,Yes,1,1
