,generic_name,less_determination,binary_determination,no_less_most_prompts,yes_no_prompts,set_id,urls
544,IMIPRAMINE PAMOATE,Most,Yes,"Given the above information about a drug, answer 'was this drug associated with No Cardiotoxicity, Less Cardiotoxicity, or Most Cardiotoxicity?'
        Now answer with just one word: No, Less, or Most","Given the above information about a drug, answer 'was this drug associated with Cardiotoxicity?'
        Now, answer with just one word: Yes or No",53faac6a-fdb9-4d60-814d-b4aab9c9da58,https://dailymed.nlm.nih.gov/dailymed/fda/fdaDrugXsl.cfm?setid=53faac6a-fdb9-4d60-814d-b4aab9c9da58&type=display
545,INCLISIRAN,No,No,"Given the above information about a drug, answer 'was this drug associated with No Cardiotoxicity, Less Cardiotoxicity, or Most Cardiotoxicity?'
        Now answer with just one word: No, Less, or Most","Given the above information about a drug, answer 'was this drug associated with Cardiotoxicity?'
        Now, answer with just one word: Yes or No",6fc0afca-4513-4c35-b594-6544aee29a44,https://dailymed.nlm.nih.gov/dailymed/fda/fdaDrugXsl.cfm?setid=6fc0afca-4513-4c35-b594-6544aee29a44&type=display
546,INDAPAMIDE,Less,No,"Given the above information about a drug, answer 'was this drug associated with No Cardiotoxicity, Less Cardiotoxicity, or Most Cardiotoxicity?'
        Now answer with just one word: No, Less, or Most","Given the above information about a drug, answer 'was this drug associated with Cardiotoxicity?'
        Now, answer with just one word: Yes or No",962b20df-88ff-4ab7-a900-135adb6c1d74,https://dailymed.nlm.nih.gov/dailymed/fda/fdaDrugXsl.cfm?setid=962b20df-88ff-4ab7-a900-135adb6c1d74&type=display
547,INDINAVIR SULFATE,Less,Yes,"Given the above information about a drug, answer 'was this drug associated with No Cardiotoxicity, Less Cardiotoxicity, or Most Cardiotoxicity?'
        Now answer with just one word: No, Less, or Most","Given the above information about a drug, answer 'was this drug associated with Cardiotoxicity?'
        Now, answer with just one word: Yes or No",83aeddf8-6fed-487c-858b-2240f0a0e8af,https://dailymed.nlm.nih.gov/dailymed/fda/fdaDrugXsl.cfm?setid=83aeddf8-6fed-487c-858b-2240f0a0e8af&type=display
548,INDIUM IN 111 CHLORIDE,No,No,"Given the above information about a drug, answer 'was this drug associated with No Cardiotoxicity, Less Cardiotoxicity, or Most Cardiotoxicity?'
        Now answer with just one word: No, Less, or Most","Given the above information about a drug, answer 'was this drug associated with Cardiotoxicity?'
        Now, answer with just one word: Yes or No",e07e66ef-fb9e-4f9f-b63f-ab28f622cb2e,https://dailymed.nlm.nih.gov/dailymed/fda/fdaDrugXsl.cfm?setid=e07e66ef-fb9e-4f9f-b63f-ab28f622cb2e&type=display
549,INDIUM IN-111 OXYQUINOLINE,No,No,"Given the above information about a drug, answer 'was this drug associated with No Cardiotoxicity, Less Cardiotoxicity, or Most Cardiotoxicity?'
        Now answer with just one word: No, Less, or Most","Given the above information about a drug, answer 'was this drug associated with Cardiotoxicity?'
        Now, answer with just one word: Yes or No",4c52c904-8137-4b10-8a85-d9b96c2d8a00,https://dailymed.nlm.nih.gov/dailymed/fda/fdaDrugXsl.cfm?setid=4c52c904-8137-4b10-8a85-d9b96c2d8a00&type=display
550,INDIUM IN-111 PENTETATE DISODIUM,No,No,"Given the above information about a drug, answer 'was this drug associated with No Cardiotoxicity, Less Cardiotoxicity, or Most Cardiotoxicity?'
        Now answer with just one word: No, Less, or Most","Given the above information about a drug, answer 'was this drug associated with Cardiotoxicity?'
        Now, answer with just one word: Yes or No",4fea5871-b515-4f69-a297-11507ddd7817,https://dailymed.nlm.nih.gov/dailymed/fda/fdaDrugXsl.cfm?setid=4fea5871-b515-4f69-a297-11507ddd7817&type=display
551,INDOCYANINE GREEN,No,No,"Given the above information about a drug, answer 'was this drug associated with No Cardiotoxicity, Less Cardiotoxicity, or Most Cardiotoxicity?'
        Now answer with just one word: No, Less, or Most","Given the above information about a drug, answer 'was this drug associated with Cardiotoxicity?'
        Now, answer with just one word: Yes or No",95d11200-1cca-4044-b652-82dac72103b9,https://dailymed.nlm.nih.gov/dailymed/fda/fdaDrugXsl.cfm?setid=95d11200-1cca-4044-b652-82dac72103b9&type=display
552,INDOMETHACIN,Most,Yes,"Given the above information about a drug, answer 'was this drug associated with No Cardiotoxicity, Less Cardiotoxicity, or Most Cardiotoxicity?'
        Now answer with just one word: No, Less, or Most","Given the above information about a drug, answer 'was this drug associated with Cardiotoxicity?'
        Now, answer with just one word: Yes or No",73878376-1d24-423b-9f37-3666e83c95da,https://dailymed.nlm.nih.gov/dailymed/fda/fdaDrugXsl.cfm?setid=73878376-1d24-423b-9f37-3666e83c95da&type=display
553,INFIGRATINIB,Less,No,"Given the above information about a drug, answer 'was this drug associated with No Cardiotoxicity, Less Cardiotoxicity, or Most Cardiotoxicity?'
        Now answer with just one word: No, Less, or Most","Given the above information about a drug, answer 'was this drug associated with Cardiotoxicity?'
        Now, answer with just one word: Yes or No",af9a96cf-1cd7-8ace-e053-2a95a90a18cc,https://dailymed.nlm.nih.gov/dailymed/fda/fdaDrugXsl.cfm?setid=af9a96cf-1cd7-8ace-e053-2a95a90a18cc&type=display
554,INOTERSEN,Less,No,"Given the above information about a drug, answer 'was this drug associated with No Cardiotoxicity, Less Cardiotoxicity, or Most Cardiotoxicity?'
        Now answer with just one word: No, Less, or Most","Given the above information about a drug, answer 'was this drug associated with Cardiotoxicity?'
        Now, answer with just one word: Yes or No",8513207e-b55f-417b-9473-af785146a543,https://dailymed.nlm.nih.gov/dailymed/fda/fdaDrugXsl.cfm?setid=8513207e-b55f-417b-9473-af785146a543&type=display
555,IOBENGUANE I-123,Less,No,"Given the above information about a drug, answer 'was this drug associated with No Cardiotoxicity, Less Cardiotoxicity, or Most Cardiotoxicity?'
        Now answer with just one word: No, Less, or Most","Given the above information about a drug, answer 'was this drug associated with Cardiotoxicity?'
        Now, answer with just one word: Yes or No",c89d3ecc-4f4c-4566-8808-79152344194d,https://dailymed.nlm.nih.gov/dailymed/fda/fdaDrugXsl.cfm?setid=c89d3ecc-4f4c-4566-8808-79152344194d&type=display
556,IODIXANOL,Less,Yes,"Given the above information about a drug, answer 'was this drug associated with No Cardiotoxicity, Less Cardiotoxicity, or Most Cardiotoxicity?'
        Now answer with just one word: No, Less, or Most","Given the above information about a drug, answer 'was this drug associated with Cardiotoxicity?'
        Now, answer with just one word: Yes or No",e9d87b8c-7695-4c0f-8e81-000dedb5f66d,https://dailymed.nlm.nih.gov/dailymed/fda/fdaDrugXsl.cfm?setid=e9d87b8c-7695-4c0f-8e81-000dedb5f66d&type=display
557,IOFLUPANE I-123,No,No,"Given the above information about a drug, answer 'was this drug associated with No Cardiotoxicity, Less Cardiotoxicity, or Most Cardiotoxicity?'
        Now answer with just one word: No, Less, or Most","Given the above information about a drug, answer 'was this drug associated with Cardiotoxicity?'
        Now, answer with just one word: Yes or No",ef7804d7-c691-495b-8aaf-5bc54fd5d9f6,https://dailymed.nlm.nih.gov/dailymed/fda/fdaDrugXsl.cfm?setid=ef7804d7-c691-495b-8aaf-5bc54fd5d9f6&type=display
558,IOHEXOL,Less,Yes,"Given the above information about a drug, answer 'was this drug associated with No Cardiotoxicity, Less Cardiotoxicity, or Most Cardiotoxicity?'
        Now answer with just one word: No, Less, or Most","Given the above information about a drug, answer 'was this drug associated with Cardiotoxicity?'
        Now, answer with just one word: Yes or No",f9e9d558-064c-4b86-8d96-2f8a678c89f9,https://dailymed.nlm.nih.gov/dailymed/fda/fdaDrugXsl.cfm?setid=f9e9d558-064c-4b86-8d96-2f8a678c89f9&type=display
559,IOPAMIDOL,Less,No,"Given the above information about a drug, answer 'was this drug associated with No Cardiotoxicity, Less Cardiotoxicity, or Most Cardiotoxicity?'
        Now answer with just one word: No, Less, or Most","Given the above information about a drug, answer 'was this drug associated with Cardiotoxicity?'
        Now, answer with just one word: Yes or No",ae8c18c9-3e7d-4515-b980-120025a88fc1,https://dailymed.nlm.nih.gov/dailymed/fda/fdaDrugXsl.cfm?setid=ae8c18c9-3e7d-4515-b980-120025a88fc1&type=display
560,IOTHALAMATE MEGLUMINE,Less,Yes,"Given the above information about a drug, answer 'was this drug associated with No Cardiotoxicity, Less Cardiotoxicity, or Most Cardiotoxicity?'
        Now answer with just one word: No, Less, or Most","Given the above information about a drug, answer 'was this drug associated with Cardiotoxicity?'
        Now, answer with just one word: Yes or No",1292abfc-496f-4df7-9a08-72072953e1f1,https://dailymed.nlm.nih.gov/dailymed/fda/fdaDrugXsl.cfm?setid=1292abfc-496f-4df7-9a08-72072953e1f1&type=display
561,IRBESARTAN,Less,No,"Given the above information about a drug, answer 'was this drug associated with No Cardiotoxicity, Less Cardiotoxicity, or Most Cardiotoxicity?'
        Now answer with just one word: No, Less, or Most","Given the above information about a drug, answer 'was this drug associated with Cardiotoxicity?'
        Now, answer with just one word: Yes or No",7885b2a8-be4e-48ab-8113-4e6ab791eb98,https://dailymed.nlm.nih.gov/dailymed/fda/fdaDrugXsl.cfm?setid=7885b2a8-be4e-48ab-8113-4e6ab791eb98&type=display
562,IRINOTECAN HYDROCHLORIDE,Less,Yes,"Given the above information about a drug, answer 'was this drug associated with No Cardiotoxicity, Less Cardiotoxicity, or Most Cardiotoxicity?'
        Now answer with just one word: No, Less, or Most","Given the above information about a drug, answer 'was this drug associated with Cardiotoxicity?'
        Now, answer with just one word: Yes or No",c8b58efa-1820-48a4-b70d-62918fc4abfc,https://dailymed.nlm.nih.gov/dailymed/fda/fdaDrugXsl.cfm?setid=c8b58efa-1820-48a4-b70d-62918fc4abfc&type=display
563,IRON DEXTRAN,Less,Yes,"Given the above information about a drug, answer 'was this drug associated with No Cardiotoxicity, Less Cardiotoxicity, or Most Cardiotoxicity?'
        Now answer with just one word: No, Less, or Most","Given the above information about a drug, answer 'was this drug associated with Cardiotoxicity?'
        Now, answer with just one word: Yes or No",94b01b1e-794b-4bea-8e24-2e54683fc023,https://dailymed.nlm.nih.gov/dailymed/fda/fdaDrugXsl.cfm?setid=94b01b1e-794b-4bea-8e24-2e54683fc023&type=display
564,ISAVUCONAZONIUM SULFATE,Less,Yes,"Given the above information about a drug, answer 'was this drug associated with No Cardiotoxicity, Less Cardiotoxicity, or Most Cardiotoxicity?'
        Now answer with just one word: No, Less, or Most","Given the above information about a drug, answer 'was this drug associated with Cardiotoxicity?'
        Now, answer with just one word: Yes or No",8f7f73b8-586a-4df0-935f-fecd4696c16c,https://dailymed.nlm.nih.gov/dailymed/fda/fdaDrugXsl.cfm?setid=8f7f73b8-586a-4df0-935f-fecd4696c16c&type=display
565,ISENTRESS,No,No,"Given the above information about a drug, answer 'was this drug associated with No Cardiotoxicity, Less Cardiotoxicity, or Most Cardiotoxicity?'
        Now answer with just one word: No, Less, or Most","Given the above information about a drug, answer 'was this drug associated with Cardiotoxicity?'
        Now, answer with just one word: Yes or No",4f31df66-7dc7-1f04-e054-00144ff88e88,https://dailymed.nlm.nih.gov/dailymed/fda/fdaDrugXsl.cfm?setid=4f31df66-7dc7-1f04-e054-00144ff88e88&type=display
566,ISOCARBOXAZID,No,No,"Given the above information about a drug, answer 'was this drug associated with No Cardiotoxicity, Less Cardiotoxicity, or Most Cardiotoxicity?'
        Now answer with just one word: No, Less, or Most","Given the above information about a drug, answer 'was this drug associated with Cardiotoxicity?'
        Now, answer with just one word: Yes or No",ac387aa0-3f04-4865-a913-db6ed6f4fdc5,https://dailymed.nlm.nih.gov/dailymed/fda/fdaDrugXsl.cfm?setid=ac387aa0-3f04-4865-a913-db6ed6f4fdc5&type=display
567,ISONIAZID,No,No,"Given the above information about a drug, answer 'was this drug associated with No Cardiotoxicity, Less Cardiotoxicity, or Most Cardiotoxicity?'
        Now answer with just one word: No, Less, or Most","Given the above information about a drug, answer 'was this drug associated with Cardiotoxicity?'
        Now, answer with just one word: Yes or No",e7314f55-7a60-4496-a59f-895f33109998,https://dailymed.nlm.nih.gov/dailymed/fda/fdaDrugXsl.cfm?setid=e7314f55-7a60-4496-a59f-895f33109998&type=display
568,ISOSORBIDE DINITRATE,Less,No,"Given the above information about a drug, answer 'was this drug associated with No Cardiotoxicity, Less Cardiotoxicity, or Most Cardiotoxicity?'
        Now answer with just one word: No, Less, or Most","Given the above information about a drug, answer 'was this drug associated with Cardiotoxicity?'
        Now, answer with just one word: Yes or No",723d9f78-9d77-4575-af27-1aa117e6b8d7,https://dailymed.nlm.nih.gov/dailymed/fda/fdaDrugXsl.cfm?setid=723d9f78-9d77-4575-af27-1aa117e6b8d7&type=display
569,ISOSORBIDE MONONITRATE,Less,No,"Given the above information about a drug, answer 'was this drug associated with No Cardiotoxicity, Less Cardiotoxicity, or Most Cardiotoxicity?'
        Now answer with just one word: No, Less, or Most","Given the above information about a drug, answer 'was this drug associated with Cardiotoxicity?'
        Now, answer with just one word: Yes or No",17525ff2-9ec0-15a1-e063-6394a90ab762,https://dailymed.nlm.nih.gov/dailymed/fda/fdaDrugXsl.cfm?setid=17525ff2-9ec0-15a1-e063-6394a90ab762&type=display
570,ISOSULFAN BLUE,No,No,"Given the above information about a drug, answer 'was this drug associated with No Cardiotoxicity, Less Cardiotoxicity, or Most Cardiotoxicity?'
        Now answer with just one word: No, Less, or Most","Given the above information about a drug, answer 'was this drug associated with Cardiotoxicity?'
        Now, answer with just one word: Yes or No",cbee4532-238b-4f91-86ae-f8c0c1b6d7da,https://dailymed.nlm.nih.gov/dailymed/fda/fdaDrugXsl.cfm?setid=cbee4532-238b-4f91-86ae-f8c0c1b6d7da&type=display
571,ISOTRETINOIN,No,No,"Given the above information about a drug, answer 'was this drug associated with No Cardiotoxicity, Less Cardiotoxicity, or Most Cardiotoxicity?'
        Now answer with just one word: No, Less, or Most","Given the above information about a drug, answer 'was this drug associated with Cardiotoxicity?'
        Now, answer with just one word: Yes or No",3ef0cff8-19c1-4441-b780-fca6c7ee1615,https://dailymed.nlm.nih.gov/dailymed/fda/fdaDrugXsl.cfm?setid=3ef0cff8-19c1-4441-b780-fca6c7ee1615&type=display
572,ISRADIPINE,Less,No,"Given the above information about a drug, answer 'was this drug associated with No Cardiotoxicity, Less Cardiotoxicity, or Most Cardiotoxicity?'
        Now answer with just one word: No, Less, or Most","Given the above information about a drug, answer 'was this drug associated with Cardiotoxicity?'
        Now, answer with just one word: Yes or No",bf3425e0-428d-4bdb-ac9a-3b9d483df83a,https://dailymed.nlm.nih.gov/dailymed/fda/fdaDrugXsl.cfm?setid=bf3425e0-428d-4bdb-ac9a-3b9d483df83a&type=display
573,ISTRADEFYLLINE,Less,No,"Given the above information about a drug, answer 'was this drug associated with No Cardiotoxicity, Less Cardiotoxicity, or Most Cardiotoxicity?'
        Now answer with just one word: No, Less, or Most","Given the above information about a drug, answer 'was this drug associated with Cardiotoxicity?'
        Now, answer with just one word: Yes or No",a7d008cb-b273-4049-a5d2-9c6902910d58,https://dailymed.nlm.nih.gov/dailymed/fda/fdaDrugXsl.cfm?setid=a7d008cb-b273-4049-a5d2-9c6902910d58&type=display
574,ITRACONAZOLE,Most,Yes,"Given the above information about a drug, answer 'was this drug associated with No Cardiotoxicity, Less Cardiotoxicity, or Most Cardiotoxicity?'
        Now answer with just one word: No, Less, or Most","Given the above information about a drug, answer 'was this drug associated with Cardiotoxicity?'
        Now, answer with just one word: Yes or No",8e41e42c-3ae0-4091-970b-bc0086755f1d,https://dailymed.nlm.nih.gov/dailymed/fda/fdaDrugXsl.cfm?setid=8e41e42c-3ae0-4091-970b-bc0086755f1d&type=display
575,IVABRADINE,Less,No,"Given the above information about a drug, answer 'was this drug associated with No Cardiotoxicity, Less Cardiotoxicity, or Most Cardiotoxicity?'
        Now answer with just one word: No, Less, or Most","Given the above information about a drug, answer 'was this drug associated with Cardiotoxicity?'
        Now, answer with just one word: Yes or No",92018a65-38f6-45f7-91d4-a34921b81d0d,https://dailymed.nlm.nih.gov/dailymed/fda/fdaDrugXsl.cfm?setid=92018a65-38f6-45f7-91d4-a34921b81d0d&type=display
576,IVACAFTOR,No,No,"Given the above information about a drug, answer 'was this drug associated with No Cardiotoxicity, Less Cardiotoxicity, or Most Cardiotoxicity?'
        Now answer with just one word: No, Less, or Most","Given the above information about a drug, answer 'was this drug associated with Cardiotoxicity?'
        Now, answer with just one word: Yes or No",0ab0c9f8-3eee-4e0f-9f3f-c1e16aaffe25,https://dailymed.nlm.nih.gov/dailymed/fda/fdaDrugXsl.cfm?setid=0ab0c9f8-3eee-4e0f-9f3f-c1e16aaffe25&type=display
577,IVERMECTIN,No,No,"Given the above information about a drug, answer 'was this drug associated with No Cardiotoxicity, Less Cardiotoxicity, or Most Cardiotoxicity?'
        Now answer with just one word: No, Less, or Most","Given the above information about a drug, answer 'was this drug associated with Cardiotoxicity?'
        Now, answer with just one word: Yes or No",681888c9-af79-4b7d-ae80-c3f4f6f1effd,https://dailymed.nlm.nih.gov/dailymed/fda/fdaDrugXsl.cfm?setid=681888c9-af79-4b7d-ae80-c3f4f6f1effd&type=display
578,IVOSIDENIB,Less,Yes,"Given the above information about a drug, answer 'was this drug associated with No Cardiotoxicity, Less Cardiotoxicity, or Most Cardiotoxicity?'
        Now answer with just one word: No, Less, or Most","Given the above information about a drug, answer 'was this drug associated with Cardiotoxicity?'
        Now, answer with just one word: Yes or No",65d254c0-67ad-42c4-b972-ad463b755b2d,https://dailymed.nlm.nih.gov/dailymed/fda/fdaDrugXsl.cfm?setid=65d254c0-67ad-42c4-b972-ad463b755b2d&type=display
579,IXABEPILONE,Less,Yes,"Given the above information about a drug, answer 'was this drug associated with No Cardiotoxicity, Less Cardiotoxicity, or Most Cardiotoxicity?'
        Now answer with just one word: No, Less, or Most","Given the above information about a drug, answer 'was this drug associated with Cardiotoxicity?'
        Now, answer with just one word: Yes or No",241f0b1e-8b95-470d-876f-bf1804daaf18,https://dailymed.nlm.nih.gov/dailymed/fda/fdaDrugXsl.cfm?setid=241f0b1e-8b95-470d-876f-bf1804daaf18&type=display
580,IXAZOMIB,No,No,"Given the above information about a drug, answer 'was this drug associated with No Cardiotoxicity, Less Cardiotoxicity, or Most Cardiotoxicity?'
        Now answer with just one word: No, Less, or Most","Given the above information about a drug, answer 'was this drug associated with Cardiotoxicity?'
        Now, answer with just one word: Yes or No",038f2461-834b-4488-9ebd-863c83eef5a7,https://dailymed.nlm.nih.gov/dailymed/fda/fdaDrugXsl.cfm?setid=038f2461-834b-4488-9ebd-863c83eef5a7&type=display
581,KETAMINE HYDROCHLORIDE,Less,No,"Given the above information about a drug, answer 'was this drug associated with No Cardiotoxicity, Less Cardiotoxicity, or Most Cardiotoxicity?'
        Now answer with just one word: No, Less, or Most","Given the above information about a drug, answer 'was this drug associated with Cardiotoxicity?'
        Now, answer with just one word: Yes or No",14e8f864-8b8a-4e7e-8439-e510d3107063,https://dailymed.nlm.nih.gov/dailymed/fda/fdaDrugXsl.cfm?setid=14e8f864-8b8a-4e7e-8439-e510d3107063&type=display
582,KETOCONAZOLE,Most,Yes,"Given the above information about a drug, answer 'was this drug associated with No Cardiotoxicity, Less Cardiotoxicity, or Most Cardiotoxicity?'
        Now answer with just one word: No, Less, or Most","Given the above information about a drug, answer 'was this drug associated with Cardiotoxicity?'
        Now, answer with just one word: Yes or No",75abf173-0e41-462a-a6bc-2a45af25baa4,https://dailymed.nlm.nih.gov/dailymed/fda/fdaDrugXsl.cfm?setid=75abf173-0e41-462a-a6bc-2a45af25baa4&type=display
583,KETOPROFEN,Most,Yes,"Given the above information about a drug, answer 'was this drug associated with No Cardiotoxicity, Less Cardiotoxicity, or Most Cardiotoxicity?'
        Now answer with just one word: No, Less, or Most","Given the above information about a drug, answer 'was this drug associated with Cardiotoxicity?'
        Now, answer with just one word: Yes or No",d0f47ab6-29ff-df07-e053-2a95a90a2b51,https://dailymed.nlm.nih.gov/dailymed/fda/fdaDrugXsl.cfm?setid=d0f47ab6-29ff-df07-e053-2a95a90a2b51&type=display
584,KETOROLAC TROMETHAMINE,No,No,"Given the above information about a drug, answer 'was this drug associated with No Cardiotoxicity, Less Cardiotoxicity, or Most Cardiotoxicity?'
        Now answer with just one word: No, Less, or Most","Given the above information about a drug, answer 'was this drug associated with Cardiotoxicity?'
        Now, answer with just one word: Yes or No",4fad0873-f79c-4f07-9fac-5060be6b38fe,https://dailymed.nlm.nih.gov/dailymed/fda/fdaDrugXsl.cfm?setid=4fad0873-f79c-4f07-9fac-5060be6b38fe&type=display
585,KIT FOR THE PREPARATION OF GALLIUM GA 68 GOZETOTIDE INJECTION,No,No,"Given the above information about a drug, answer 'was this drug associated with No Cardiotoxicity, Less Cardiotoxicity, or Most Cardiotoxicity?'
        Now answer with just one word: No, Less, or Most","Given the above information about a drug, answer 'was this drug associated with Cardiotoxicity?'
        Now, answer with just one word: Yes or No",d4643b31-9b4f-673f-e053-2a95a90a559d,https://dailymed.nlm.nih.gov/dailymed/fda/fdaDrugXsl.cfm?setid=d4643b31-9b4f-673f-e053-2a95a90a559d&type=display
586,KIT FOR THE PREPARATION OF TECHNETIUM TC 99M EXAMETAZIME FOR LEUKOCYTE LABELING,Less,No,"Given the above information about a drug, answer 'was this drug associated with No Cardiotoxicity, Less Cardiotoxicity, or Most Cardiotoxicity?'
        Now answer with just one word: No, Less, or Most","Given the above information about a drug, answer 'was this drug associated with Cardiotoxicity?'
        Now, answer with just one word: Yes or No",fa7811f9-2803-4126-8037-8f3e56462f9c,https://dailymed.nlm.nih.gov/dailymed/fda/fdaDrugXsl.cfm?setid=fa7811f9-2803-4126-8037-8f3e56462f9c&type=display
587,LABETALOL HYDROCHLORIDE,Less,Yes,"Given the above information about a drug, answer 'was this drug associated with No Cardiotoxicity, Less Cardiotoxicity, or Most Cardiotoxicity?'
        Now answer with just one word: No, Less, or Most","Given the above information about a drug, answer 'was this drug associated with Cardiotoxicity?'
        Now, answer with just one word: Yes or No",1c9d496d-cace-4283-82bb-6dcd3828b73e,https://dailymed.nlm.nih.gov/dailymed/fda/fdaDrugXsl.cfm?setid=1c9d496d-cace-4283-82bb-6dcd3828b73e&type=display
588,LACOSAMIDE,Less,Yes,"Given the above information about a drug, answer 'was this drug associated with No Cardiotoxicity, Less Cardiotoxicity, or Most Cardiotoxicity?'
        Now answer with just one word: No, Less, or Most","Given the above information about a drug, answer 'was this drug associated with Cardiotoxicity?'
        Now, answer with just one word: Yes or No",fb8235b4-4cd3-6f22-e053-6294a90a545c,https://dailymed.nlm.nih.gov/dailymed/fda/fdaDrugXsl.cfm?setid=fb8235b4-4cd3-6f22-e053-6294a90a545c&type=display
589,LACTULOSE,No,No,"Given the above information about a drug, answer 'was this drug associated with No Cardiotoxicity, Less Cardiotoxicity, or Most Cardiotoxicity?'
        Now answer with just one word: No, Less, or Most","Given the above information about a drug, answer 'was this drug associated with Cardiotoxicity?'
        Now, answer with just one word: Yes or No",d6975cd8-80e0-43e2-809a-175ea7e40715,https://dailymed.nlm.nih.gov/dailymed/fda/fdaDrugXsl.cfm?setid=d6975cd8-80e0-43e2-809a-175ea7e40715&type=display
590,LAMIVUDINE,No,No,"Given the above information about a drug, answer 'was this drug associated with No Cardiotoxicity, Less Cardiotoxicity, or Most Cardiotoxicity?'
        Now answer with just one word: No, Less, or Most","Given the above information about a drug, answer 'was this drug associated with Cardiotoxicity?'
        Now, answer with just one word: Yes or No",2df7349c-f5d7-47b5-d29b-1b6b31985591,https://dailymed.nlm.nih.gov/dailymed/fda/fdaDrugXsl.cfm?setid=2df7349c-f5d7-47b5-d29b-1b6b31985591&type=display
591,LAMOTRIGINE,Less,Yes,"Given the above information about a drug, answer 'was this drug associated with No Cardiotoxicity, Less Cardiotoxicity, or Most Cardiotoxicity?'
        Now answer with just one word: No, Less, or Most","Given the above information about a drug, answer 'was this drug associated with Cardiotoxicity?'
        Now, answer with just one word: Yes or No",d7e3572d-56fe-4727-2bb4-013ccca22678,https://dailymed.nlm.nih.gov/dailymed/fda/fdaDrugXsl.cfm?setid=d7e3572d-56fe-4727-2bb4-013ccca22678&type=display
592,LANREOTIDE ACETATE,Less,Yes,"Given the above information about a drug, answer 'was this drug associated with No Cardiotoxicity, Less Cardiotoxicity, or Most Cardiotoxicity?'
        Now answer with just one word: No, Less, or Most","Given the above information about a drug, answer 'was this drug associated with Cardiotoxicity?'
        Now, answer with just one word: Yes or No",6e4a41fd-a753-4362-87ee-8cc56ed3660d,https://dailymed.nlm.nih.gov/dailymed/fda/fdaDrugXsl.cfm?setid=6e4a41fd-a753-4362-87ee-8cc56ed3660d&type=display
593,LANSOPRAZOLE,No,No,"Given the above information about a drug, answer 'was this drug associated with No Cardiotoxicity, Less Cardiotoxicity, or Most Cardiotoxicity?'
        Now answer with just one word: No, Less, or Most","Given the above information about a drug, answer 'was this drug associated with Cardiotoxicity?'
        Now, answer with just one word: Yes or No",71ba78cb-7e46-43eb-9425-fa130f537f84,https://dailymed.nlm.nih.gov/dailymed/fda/fdaDrugXsl.cfm?setid=71ba78cb-7e46-43eb-9425-fa130f537f84&type=display
594,LANTHANUM CARBONATE,No,No,"Given the above information about a drug, answer 'was this drug associated with No Cardiotoxicity, Less Cardiotoxicity, or Most Cardiotoxicity?'
        Now answer with just one word: No, Less, or Most","Given the above information about a drug, answer 'was this drug associated with Cardiotoxicity?'
        Now, answer with just one word: Yes or No",f10776b2-2c25-4343-aabe-68f302e5cb54,https://dailymed.nlm.nih.gov/dailymed/fda/fdaDrugXsl.cfm?setid=f10776b2-2c25-4343-aabe-68f302e5cb54&type=display
595,LAPATINIB,Less,Yes,"Given the above information about a drug, answer 'was this drug associated with No Cardiotoxicity, Less Cardiotoxicity, or Most Cardiotoxicity?'
        Now answer with just one word: No, Less, or Most","Given the above information about a drug, answer 'was this drug associated with Cardiotoxicity?'
        Now, answer with just one word: Yes or No",eee37f88-ec6a-4c30-b8aa-e2c71f93088c,https://dailymed.nlm.nih.gov/dailymed/fda/fdaDrugXsl.cfm?setid=eee37f88-ec6a-4c30-b8aa-e2c71f93088c&type=display
596,LAROTRECTINIB,No,No,"Given the above information about a drug, answer 'was this drug associated with No Cardiotoxicity, Less Cardiotoxicity, or Most Cardiotoxicity?'
        Now answer with just one word: No, Less, or Most","Given the above information about a drug, answer 'was this drug associated with Cardiotoxicity?'
        Now, answer with just one word: Yes or No",0c8ca614-58b2-4aa4-83d3-0387a8f782fd,https://dailymed.nlm.nih.gov/dailymed/fda/fdaDrugXsl.cfm?setid=0c8ca614-58b2-4aa4-83d3-0387a8f782fd&type=display
597,LASMIDITAN,Less,No,"Given the above information about a drug, answer 'was this drug associated with No Cardiotoxicity, Less Cardiotoxicity, or Most Cardiotoxicity?'
        Now answer with just one word: No, Less, or Most","Given the above information about a drug, answer 'was this drug associated with Cardiotoxicity?'
        Now, answer with just one word: Yes or No",aea3358c-ff41-4490-9e6d-c7bf7b3de13f,https://dailymed.nlm.nih.gov/dailymed/fda/fdaDrugXsl.cfm?setid=aea3358c-ff41-4490-9e6d-c7bf7b3de13f&type=display
598,LEMBOREXANT,Less,No,"Given the above information about a drug, answer 'was this drug associated with No Cardiotoxicity, Less Cardiotoxicity, or Most Cardiotoxicity?'
        Now answer with just one word: No, Less, or Most","Given the above information about a drug, answer 'was this drug associated with Cardiotoxicity?'
        Now, answer with just one word: Yes or No",7074cb65-77b3-45d2-8e8d-da8dc0f70bfd,https://dailymed.nlm.nih.gov/dailymed/fda/fdaDrugXsl.cfm?setid=7074cb65-77b3-45d2-8e8d-da8dc0f70bfd&type=display
